0,Feat
0.07975560777090045,G_x
0.026845698474214003,W_x
0.0038568261646991448,L_x
0.004133496177584791,W-L%_x
0.007428101495864684,Points for_x
0.006903498593791456,FG_x
0.012034580066975092,FGA_x
0.005843143268660695,FG%_x
0.006380034940122385,3P_x
0.007154871642423756,3PA_x
0.006621914277663096,3P%_x
0.003977622965148769,FT_x
0.005322355637062607,FTA_x
0.01217483155454323,FT%_x
0.003999951098703364,AST_x
0.008403005164813558,STL_x
0.0075041667098808456,BLK_x
0.1234101614376498,Rk_x
0.00298552058485533,Pts_x
0.007187714176911514,SOS_x
0.0042441633640812985,OSRS_x
0.008357866052660621,DSRS_x
0.10943500245344442,SRS_x
0.0022358929381752074,FTr_x
0.003378802477409502,3PAr_x
0.005706410297752237,TS%_x
0.006767180613661938,AST%_x
0.004028165250323877,TRB%_x
0.003917832789637393,TOV%_x
0.07722269134529502,G_y
0.023735001082711708,W_y
0.002846837911361055,L_y
0.0034085357062299828,W-L%_y
0.0036232049405265907,Points for_y
0.009485982863655427,FG_y
0.004978967377173684,FGA_y
0.0042028755812520985,FG%_y
0.003286160237120187,3P_y
0.0073366491990075975,3PA_y
0.0057990650126838504,3P%_y
0.0068606838966605715,FT_y
0.004397882814647658,FTA_y
0.006868643640982111,FT%_y
0.004667294974472083,AST_y
0.007698440165370234,STL_y
0.009614694954749248,BLK_y
0.039550607781124694,Rk_y
0.003319530975053611,Pts_y
0.005251661353195665,SOS_y
0.003315033617220338,OSRS_y
0.007514132442951375,DSRS_y
0.20699365333773345,SRS_y
0.00431053002743772,FTr_y
0.004167281134591182,3PAr_y
0.004836484008156649,TS%_y
0.007969518097077303,AST%_y
0.006066376252117302,TRB%_y
0.008863380230952966,TOV%_y
0.00220602478702856,Round
0.008008164124540421,Seed_int_x
0.01159959168730455,Seed_int_y
